id,product_id,product_name,price,quantity,flavors,category,size,calories,ingredients,availability,rating
1024,COF1024,Espresso,342.53,92,Cinnamon,Iced,Large,387,"Tea Leaves, Spices, Coffee Beans, Milk, Sugar",TRUE,2.1
1025,COF1025,Iced Latte,495.32,72,Caramel,Cold,Medium,429,"Milk, Coffee Beans, Ice, Tea Leaves, Cream",FALSE,4.3
1026,COF1026,Masala Chai,353.61,105,Chocolate,Hot,Small,333,"Milk, Coffee Beans, Spices, Cream, Tea Leaves",TRUE,1.7
1027,COF1027,Americano,202.52,172,Cinnamon,Cold,Large,497,"Cream, Chocolate, Ice, Tea Leaves",FALSE,3.1
1028,COF1028,Cappuccino,71.2,43,Cardamom,Iced,Large,321,"Sugar, Spices",FALSE,1.5
1029,COF1029,Frappuccino,168.4,112,Vanilla,Iced,Small,441,"Spices, Sugar, Ice, Chocolate, Tea Leaves",FALSE,2.4
1030,COF1030,Espresso,334.34,116,Caramel,Blended,Large,161,"Sugar, Spices, Tea Leaves, Chocolate",TRUE,1.1
1031,COF1031,Cappuccino,74.13,77,Chocolate,Hot,Small,484,"Tea Leaves, Sugar, Cream",TRUE,2.2
1032,COF1032,Frappuccino,253.3,184,Chocolate,Cold,Small,318,"Sugar, Tea Leaves, Cream, Coffee Beans, Spices",FALSE,1.6
1033,COF1033,Macchiato,277.77,17,Hazelnut,Iced,Medium,280,"Chocolate, Sugar",TRUE,3.5
1034,COF1034,Choco Frappe,313.21,46,Vanilla,Hot,Small,434,"Chocolate, Coffee Beans, Milk, Sugar",TRUE,4.9
1035,COF1035,Iced Latte,298.58,124,Cinnamon,Hot,Large,117,"Coffee Beans, Spices",FALSE,3.4
1036,COF1036,Iced Latte,455.33,200,None,Hot,Small,224,"Sugar, Coffee Beans",FALSE,3.1
1037,COF1037,Choco Frappe,137.68,152,Vanilla,Hot,Medium,341,"Spices, Ice",FALSE,1.6
1038,COF1038,Latte,110.3,128,None,Cold,Medium,127,"Cream, Chocolate, Ice, Tea Leaves, Coffee Beans",TRUE,1.1
1039,COF1039,Iced Latte,478.15,165,Vanilla,Hot,Medium,174,"Sugar, Coffee Beans, Tea Leaves, Cream, Milk",FALSE,4.6
1040,COF1040,Americano,418.97,88,Cinnamon,Iced,Large,488,"Coffee Beans, Cream",FALSE,4.5
1041,COF1041,Espresso,441.19,150,Caramel,Cold,Small,182,"Spices, Ice, Milk, Tea Leaves",TRUE,3.1
1042,COF1042,Americano,253.99,101,Chocolate,Blended,Medium,386,"Chocolate, Cream, Milk",TRUE,2.3
1043,COF1043,Americano,51.51,134,None,Cold,Small,442,"Milk, Tea Leaves, Chocolate, Ice",FALSE,2.7
1044,COF1044,Espresso,71.48,135,Vanilla,Blended,Medium,497,"Coffee Beans, Chocolate, Spices, Tea Leaves, Sugar",TRUE,3
1045,COF1045,Iced Latte,284.77,56,Hazelnut,Cold,Large,111,"Chocolate, Ice, Cream, Spices",FALSE,3.9
1046,COF1046,Frappuccino,324.67,57,None,Hot,Large,435,"Spices, Sugar, Chocolate, Coffee Beans",TRUE,1.8
1047,COF1047,Americano,184.13,65,Mint,Iced,Large,182,"Cream, Ice, Chocolate",FALSE,2.7
1048,COF1048,Latte,90.67,106,None,Iced,Large,185,"Cream, Tea Leaves, Milk, Coffee Beans",FALSE,4.1
1049,COF1049,Iced Latte,269.06,140,Chocolate,Hot,Medium,244,"Tea Leaves, Ice, Chocolate",FALSE,1.1
1050,COF1050,Cappuccino,154.74,146,Hazelnut,Cold,Medium,357,"Ice, Milk",FALSE,2.6
1051,COF1051,Americano,323.57,130,Mint,Iced,Small,225,"Cream, Sugar, Ice",FALSE,3.6
1052,COF1052,Espresso,241.09,129,Cardamom,Blended,Medium,481,"Coffee Beans, Cream",TRUE,2
1053,COF1053,Macchiato,131.4,120,Vanilla,Iced,Small,223,"Tea Leaves, Ice, Chocolate",TRUE,3
1054,COF1054,Americano,173.32,106,None,Hot,Large,440,"Chocolate, Spices",FALSE,4.5
1055,COF1055,Iced Latte,60.04,23,Hazelnut,Blended,Small,189,"Ice, Coffee Beans, Spices",TRUE,4.8
1056,COF1056,Choco Frappe,471.9,160,Cinnamon,Cold,Large,204,"Coffee Beans, Spices, Milk, Cream",TRUE,4.2
1057,COF1057,Iced Latte,118.8,51,Cinnamon,Cold,Small,318,"Cream, Sugar, Tea Leaves, Coffee Beans, Chocolate",TRUE,3.2
1058,COF1058,Espresso,375.64,80,Mint,Iced,Small,188,"Cream, Milk, Coffee Beans, Spices",TRUE,1.8
1059,COF1059,Mocha,177.25,166,None,Iced,Large,102,"Spices, Milk",FALSE,2.4
1060,COF1060,Mocha,285.14,11,Cinnamon,Cold,Large,140,"Spices, Milk, Ice",TRUE,1.9
1061,COF1061,Espresso,277.54,71,Vanilla,Blended,Large,375,"Chocolate, Ice, Spices",FALSE,2.4
1062,COF1062,Espresso,360.33,152,Vanilla,Blended,Medium,389,"Coffee Beans, Milk, Spices, Ice, Chocolate",FALSE,4.6
1063,COF1063,Latte,433.86,98,Cardamom,Cold,Small,337,"Tea Leaves, Sugar, Cream",FALSE,4.9
1064,COF1064,Choco Frappe,359.64,162,Caramel,Cold,Medium,213,"Tea Leaves, Cream, Spices",FALSE,3
1065,COF1065,Mocha,223.73,158,Cardamom,Hot,Small,256,"Milk, Sugar",FALSE,1.9
1066,COF1066,Masala Chai,381.45,156,Vanilla,Iced,Small,424,"Chocolate, Cream, Milk",FALSE,3.6
1067,COF1067,Espresso,291.09,159,None,Iced,Medium,326,"Milk, Cream, Chocolate, Coffee Beans, Sugar",FALSE,3.4
1068,COF1068,Macchiato,266.39,146,Hazelnut,Iced,Medium,161,"Milk, Sugar, Coffee Beans, Cream",TRUE,2.2
1069,COF1069,Frappuccino,65.54,98,Mint,Cold,Large,272,"Coffee Beans, Chocolate",TRUE,3.6
1070,COF1070,Mocha,340.41,72,Mint,Blended,Small,235,"Tea Leaves, Cream, Sugar, Ice",TRUE,4.6
1071,COF1071,Espresso,254.46,167,None,Blended,Small,116,"Tea Leaves, Milk, Sugar, Spices, Ice",TRUE,1.8
1072,COF1072,Iced Latte,336.95,32,Cardamom,Cold,Large,275,"Ice, Tea Leaves, Coffee Beans",FALSE,3.9
1073,COF1073,Cappuccino,132.18,47,Hazelnut,Cold,Medium,494,"Chocolate, Sugar, Ice, Coffee Beans, Cream",FALSE,3.2
1074,COF1074,Espresso,84.8,152,Hazelnut,Iced,Small,437,"Ice, Cream, Tea Leaves",FALSE,1.8
1075,COF1075,Espresso,493.24,196,Vanilla,Cold,Small,190,"Milk, Sugar, Ice",FALSE,1.9
1076,COF1076,Macchiato,336.34,18,Caramel,Iced,Small,473,"Ice, Chocolate",TRUE,1.3
1077,COF1077,Iced Latte,394.16,82,Cardamom,Iced,Small,344,"Ice, Cream, Milk, Coffee Beans",TRUE,2.2
1078,COF1078,Americano,205.1,167,None,Cold,Small,403,"Milk, Tea Leaves, Ice, Spices",TRUE,2.6
1079,COF1079,Americano,172.59,14,Mint,Iced,Large,345,"Sugar, Coffee Beans, Tea Leaves, Cream, Spices",TRUE,4.2
1080,COF1080,Latte,337.74,111,Hazelnut,Cold,Medium,216,"Ice, Milk",TRUE,3.9
1081,COF1081,Americano,333.7,64,Mint,Cold,Large,268,"Ice, Cream, Spices, Coffee Beans",TRUE,4.7
1082,COF1082,Americano,219.1,196,Vanilla,Cold,Large,342,"Sugar, Spices",FALSE,2.3
1083,COF1083,Macchiato,357.74,28,Chocolate,Cold,Medium,163,"Cream, Chocolate, Tea Leaves, Milk, Sugar",FALSE,3.5
1084,COF1084,Mocha,431.23,104,Vanilla,Hot,Medium,374,"Coffee Beans, Cream, Tea Leaves, Chocolate, Ice",FALSE,2.2
1085,COF1085,Choco Frappe,499.57,29,Cardamom,Cold,Small,197,"Coffee Beans, Milk, Cream, Sugar",TRUE,4.8
1086,COF1086,Choco Frappe,429.71,139,Vanilla,Cold,Medium,198,"Tea Leaves, Ice",TRUE,4.7
1087,COF1087,Americano,209.51,18,Mint,Iced,Large,375,"Ice, Coffee Beans, Tea Leaves, Chocolate, Sugar",FALSE,4.2
1088,COF1088,Frappuccino,467.64,97,Cardamom,Iced,Medium,345,"Spices, Chocolate, Cream, Tea Leaves, Sugar",TRUE,4
1089,COF1089,Espresso,302.18,72,Chocolate,Hot,Small,479,"Tea Leaves, Milk, Chocolate, Coffee Beans, Sugar",TRUE,3.2
1090,COF1090,Macchiato,197.11,106,Hazelnut,Hot,Large,192,"Coffee Beans, Chocolate, Milk, Ice, Spices",TRUE,4.9
1091,COF1091,Iced Latte,274.3,36,Chocolate,Iced,Small,383,"Milk, Chocolate",TRUE,2.9
1092,COF1092,Mocha,190.17,200,Cinnamon,Blended,Small,472,"Coffee Beans, Milk, Tea Leaves",FALSE,4.9
1093,COF1093,Choco Frappe,308.28,195,None,Cold,Small,477,"Chocolate, Coffee Beans, Spices, Ice",FALSE,4.3
1094,COF1094,Espresso,300.04,172,Chocolate,Cold,Medium,293,"Sugar, Tea Leaves, Coffee Beans, Spices, Chocolate",FALSE,2
1095,COF1095,Mocha,226.71,151,Hazelnut,Hot,Medium,303,"Spices, Chocolate, Milk",FALSE,2.6
1096,COF1096,Espresso,452.47,114,Caramel,Cold,Small,421,"Chocolate, Cream, Spices",TRUE,4.4
1097,COF1097,Choco Frappe,404.6,11,Caramel,Hot,Small,483,"Chocolate, Milk, Ice, Coffee Beans, Tea Leaves",TRUE,1.9
1098,COF1098,Cappuccino,334.15,155,Caramel,Blended,Small,490,"Cream, Coffee Beans, Sugar",TRUE,4.4
1099,COF1099,Frappuccino,128.71,28,Mint,Cold,Medium,310,"Cream, Tea Leaves, Coffee Beans, Sugar, Milk",TRUE,2.3
1100,COF1100,Latte,462.5,20,Cinnamon,Iced,Large,138,"Milk, Sugar, Cream, Coffee Beans",FALSE,3.8
1101,COF1101,Masala Chai,262.49,107,Caramel,Cold,Small,391,"Chocolate, Ice, Spices, Tea Leaves, Coffee Beans",TRUE,3.2
1102,COF1102,Americano,373.51,12,Mint,Cold,Small,155,"Ice, Spices",FALSE,1.6
1103,COF1103,Iced Latte,165.99,158,Caramel,Blended,Large,193,"Cream, Sugar, Spices, Tea Leaves, Ice",TRUE,2.5
1104,COF1104,Iced Latte,136.19,26,Vanilla,Blended,Large,158,"Chocolate, Ice",TRUE,2
1105,COF1105,Iced Latte,220.03,26,Caramel,Iced,Small,353,"Chocolate, Spices, Milk, Ice, Sugar",FALSE,2.3
1106,COF1106,Latte,463.51,164,Cinnamon,Iced,Large,281,"Chocolate, Spices, Milk",FALSE,2.5
1107,COF1107,Macchiato,415.68,110,Hazelnut,Cold,Small,292,"Sugar, Ice, Milk, Cream",FALSE,2.8
1108,COF1108,Iced Latte,481.94,165,Hazelnut,Blended,Medium,116,"Sugar, Tea Leaves",TRUE,1.6
1109,COF1109,Americano,56.62,55,None,Hot,Large,214,"Coffee Beans, Cream, Milk, Spices, Sugar",FALSE,3.1
1110,COF1110,Americano,376.59,64,Hazelnut,Cold,Large,111,"Cream, Milk",FALSE,4.4
1111,COF1111,Americano,140.28,49,Cardamom,Iced,Medium,276,"Sugar, Chocolate, Cream, Ice, Tea Leaves",FALSE,1.2
1112,COF1112,Masala Chai,423.58,17,Caramel,Cold,Small,466,"Chocolate, Milk, Coffee Beans, Tea Leaves, Sugar",FALSE,4.3
1113,COF1113,Espresso,460.12,48,Cardamom,Hot,Small,289,"Tea Leaves, Ice, Milk, Chocolate, Coffee Beans",TRUE,2.4
1114,COF1114,Americano,293.6,64,Cinnamon,Cold,Medium,379,"Spices, Ice",TRUE,1.3
1115,COF1115,Masala Chai,218.06,30,Caramel,Blended,Small,183,"Chocolate, Coffee Beans",TRUE,1.6
1116,COF1116,Americano,234.33,79,Caramel,Blended,Small,381,"Sugar, Milk, Tea Leaves, Cream, Spices",FALSE,2.5
1117,COF1117,Espresso,325.51,131,Cardamom,Iced,Medium,453,"Chocolate, Ice, Coffee Beans, Cream, Spices",FALSE,1.8
1118,COF1118,Macchiato,101.84,104,Mint,Hot,Large,159,"Coffee Beans, Tea Leaves, Cream",FALSE,2.2
1119,COF1119,Macchiato,286.76,147,Caramel,Cold,Small,495,"Spices, Cream, Coffee Beans",TRUE,4.3
1120,COF1120,Choco Frappe,55.63,125,Caramel,Cold,Large,132,"Cream, Milk, Chocolate",FALSE,1.3
1121,COF1121,Mocha,178.2,85,Hazelnut,Iced,Medium,483,"Coffee Beans, Ice, Chocolate, Spices, Tea Leaves",TRUE,3.7
1122,COF1122,Espresso,67.58,112,Vanilla,Iced,Medium,142,"Milk, Sugar, Cream",FALSE,3.3
1123,COF1123,Mocha,444.29,76,Cinnamon,Cold,Large,298,"Ice, Milk",FALSE,4.6
1124,COF1124,Masala Chai,390.55,81,Vanilla,Blended,Large,190,"Tea Leaves, Sugar, Chocolate",FALSE,4.2
1125,COF1125,Frappuccino,427.08,184,Mint,Cold,Small,115,"Spices, Cream, Ice",FALSE,3.8
1126,COF1126,Cappuccino,213.36,118,Caramel,Iced,Small,320,"Cream, Coffee Beans, Chocolate",FALSE,4
1127,COF1127,Frappuccino,466.05,68,Hazelnut,Cold,Large,227,"Spices, Ice",FALSE,2.6
1128,COF1128,Frappuccino,116.09,106,Chocolate,Hot,Large,186,"Spices, Ice, Tea Leaves, Milk",TRUE,3
1129,COF1129,Americano,207.81,11,Chocolate,Iced,Small,444,"Ice, Cream, Tea Leaves",TRUE,4.2
1130,COF1130,Americano,256.23,84,Caramel,Blended,Small,415,"Ice, Tea Leaves, Cream, Spices",TRUE,4.5
1131,COF1131,Espresso,125.32,34,Chocolate,Hot,Small,386,"Milk, Tea Leaves, Chocolate, Cream, Spices",TRUE,2.4
1132,COF1132,Macchiato,413.8,173,Mint,Hot,Medium,462,"Sugar, Coffee Beans, Tea Leaves",TRUE,2.1
1133,COF1133,Choco Frappe,205.82,162,None,Blended,Small,384,"Tea Leaves, Milk, Spices, Coffee Beans, Sugar",TRUE,4.2
1134,COF1134,Americano,98.29,77,Cardamom,Cold,Medium,231,"Milk, Coffee Beans, Sugar",FALSE,3.8
1135,COF1135,Masala Chai,333.14,90,Vanilla,Blended,Medium,108,"Chocolate, Cream, Spices, Sugar, Milk",TRUE,3.7
1136,COF1136,Mocha,422.27,87,Vanilla,Cold,Medium,141,"Cream, Sugar, Spices",TRUE,2.3
1137,COF1137,Cappuccino,259.24,92,Caramel,Iced,Small,148,"Ice, Coffee Beans",FALSE,2.6
1138,COF1138,Choco Frappe,389.09,16,Hazelnut,Iced,Small,441,"Coffee Beans, Milk, Chocolate",TRUE,1.4
1139,COF1139,Macchiato,271.46,117,Chocolate,Hot,Large,122,"Coffee Beans, Ice, Tea Leaves",TRUE,1
1140,COF1140,Choco Frappe,138.58,95,Cinnamon,Hot,Large,317,"Spices, Ice, Milk",FALSE,2.8
1141,COF1141,Frappuccino,391.49,150,Caramel,Cold,Medium,101,"Coffee Beans, Sugar, Cream, Ice, Spices",FALSE,1.2
1142,COF1142,Iced Latte,331.22,31,Cardamom,Hot,Large,462,"Spices, Chocolate",TRUE,1.8
1143,COF1143,Americano,59.34,80,Chocolate,Blended,Medium,299,"Tea Leaves, Sugar",TRUE,2.2
1144,COF1144,Iced Latte,366.48,133,Chocolate,Cold,Large,472,"Ice, Spices, Sugar",TRUE,3.1
1145,COF1145,Macchiato,369.88,159,Hazelnut,Hot,Small,179,"Ice, Spices",TRUE,3.9
1146,COF1146,Espresso,319.76,25,None,Hot,Small,495,"Cream, Chocolate, Tea Leaves",FALSE,4.3
1147,COF1147,Espresso,396.97,144,Mint,Hot,Large,320,"Chocolate, Coffee Beans, Tea Leaves, Milk",TRUE,2.7
1148,COF1148,Macchiato,154.69,197,Mint,Hot,Large,479,"Milk, Chocolate, Ice",FALSE,1.9
1149,COF1149,Mocha,116.67,193,Hazelnut,Hot,Small,160,"Milk, Spices",FALSE,2.8
1150,COF1150,Americano,435.75,166,Cinnamon,Cold,Medium,344,"Chocolate, Milk, Coffee Beans",FALSE,2.6
1151,COF1151,Iced Latte,192.47,146,Hazelnut,Iced,Large,224,"Spices, Coffee Beans, Cream",FALSE,2.8
1152,COF1152,Cappuccino,407.51,173,Caramel,Cold,Large,123,"Tea Leaves, Ice, Milk, Sugar, Cream",FALSE,1.8
1153,COF1153,Frappuccino,94.82,86,Vanilla,Cold,Large,101,"Sugar, Coffee Beans",FALSE,4
1154,COF1154,Frappuccino,95.02,11,Hazelnut,Iced,Small,152,"Ice, Milk",TRUE,1
1155,COF1155,Iced Latte,323.22,44,Mint,Cold,Small,425,"Spices, Chocolate, Coffee Beans",TRUE,2.7
1156,COF1156,Latte,61.81,121,Caramel,Iced,Medium,446,"Chocolate, Cream, Tea Leaves",FALSE,2.3
1157,COF1157,Latte,240.81,164,Cinnamon,Iced,Medium,321,"Milk, Cream, Chocolate, Coffee Beans, Sugar",FALSE,1.5
1158,COF1158,Masala Chai,380.09,22,Vanilla,Iced,Small,312,"Milk, Spices, Coffee Beans, Chocolate, Cream",FALSE,2.7
1159,COF1159,Choco Frappe,74.99,40,None,Blended,Large,177,"Sugar, Chocolate, Coffee Beans, Milk",FALSE,3.8
1160,COF1160,Choco Frappe,183.59,44,Hazelnut,Cold,Large,484,"Cream, Ice",TRUE,1.5
1161,COF1161,Espresso,165.95,19,Hazelnut,Hot,Medium,440,"Milk, Cream, Chocolate, Ice",TRUE,1.9
1162,COF1162,Iced Latte,109.42,188,Chocolate,Hot,Small,445,"Coffee Beans, Tea Leaves",TRUE,1.3
1163,COF1163,Mocha,100.59,183,Chocolate,Cold,Small,164,"Spices, Sugar, Milk",TRUE,4.3
1164,COF1164,Choco Frappe,218.77,38,Mint,Hot,Medium,405,"Cream, Tea Leaves, Milk, Spices, Chocolate",TRUE,4.4
1165,COF1165,Iced Latte,81.47,195,Vanilla,Blended,Small,154,"Cream, Coffee Beans, Chocolate",TRUE,2.1
1166,COF1166,Latte,354.65,23,Vanilla,Hot,Small,392,"Sugar, Coffee Beans",TRUE,1.3
1167,COF1167,Frappuccino,150.98,107,Hazelnut,Blended,Small,444,"Tea Leaves, Milk, Coffee Beans, Ice",TRUE,3.5
1168,COF1168,Americano,284.43,105,Cinnamon,Hot,Large,270,"Spices, Coffee Beans",TRUE,3.5
1169,COF1169,Latte,70.38,71,Cinnamon,Iced,Small,319,"Cream, Coffee Beans, Tea Leaves",FALSE,2.9
1170,COF1170,Espresso,488.05,124,Hazelnut,Iced,Large,284,"Coffee Beans, Chocolate, Sugar, Milk",FALSE,2.7
1171,COF1171,Choco Frappe,340.31,104,None,Cold,Small,302,"Coffee Beans, Milk",FALSE,3.8
1172,COF1172,Masala Chai,238.3,106,Cinnamon,Iced,Large,121,"Sugar, Spices, Tea Leaves, Milk, Chocolate",FALSE,1.2
1173,COF1173,Latte,187.3,101,Caramel,Cold,Small,375,"Milk, Spices, Chocolate, Coffee Beans, Sugar",FALSE,2.2
1174,COF1174,Cappuccino,487.15,145,Hazelnut,Cold,Medium,126,"Coffee Beans, Tea Leaves, Ice",FALSE,4.9
1175,COF1175,Americano,223.21,140,Cardamom,Cold,Medium,424,"Tea Leaves, Cream",TRUE,4
1176,COF1176,Iced Latte,220.59,174,Cardamom,Cold,Medium,106,"Spices, Cream",TRUE,4.1
1177,COF1177,Masala Chai,130.98,52,Cardamom,Hot,Medium,388,"Milk, Sugar, Spices, Chocolate",FALSE,3.9
1178,COF1178,Espresso,70.71,118,Chocolate,Hot,Large,235,"Milk, Ice, Coffee Beans, Chocolate, Spices",TRUE,3.4
1179,COF1179,Cappuccino,453.58,111,Cardamom,Iced,Large,111,"Ice, Coffee Beans, Sugar",TRUE,1.2
1180,COF1180,Macchiato,258.83,198,None,Iced,Small,267,"Ice, Milk, Spices, Sugar, Cream",FALSE,3.6
1181,COF1181,Iced Latte,387.78,139,Vanilla,Blended,Medium,308,"Coffee Beans, Cream",TRUE,4.9
1182,COF1182,Frappuccino,392.68,78,Hazelnut,Cold,Small,227,"Ice, Cream, Milk",FALSE,2
1183,COF1183,Latte,237.99,81,None,Iced,Medium,361,"Sugar, Coffee Beans",TRUE,2.7
1184,COF1184,Choco Frappe,103.43,78,Hazelnut,Iced,Medium,448,"Milk, Tea Leaves, Ice, Sugar, Cream",TRUE,1.6
1185,COF1185,Cappuccino,382.18,39,Mint,Blended,Small,383,"Chocolate, Tea Leaves, Coffee Beans, Spices, Cream",FALSE,1.7
1186,COF1186,Cappuccino,209.57,198,None,Iced,Small,342,"Tea Leaves, Ice, Milk, Chocolate, Cream",FALSE,2
1187,COF1187,Cappuccino,136.02,20,Cardamom,Iced,Medium,277,"Ice, Spices, Tea Leaves, Cream",TRUE,3.4
1188,COF1188,Macchiato,214.67,96,Cardamom,Blended,Small,417,"Tea Leaves, Sugar, Chocolate, Spices, Milk",TRUE,3
1189,COF1189,Americano,251.06,154,Vanilla,Iced,Large,242,"Cream, Sugar, Chocolate, Tea Leaves, Coffee Beans",TRUE,3.4
1190,COF1190,Masala Chai,446.98,164,Cardamom,Iced,Large,174,"Sugar, Tea Leaves, Milk, Spices, Ice",FALSE,4.9
1191,COF1191,Americano,159.22,76,Caramel,Hot,Small,343,"Spices, Tea Leaves",FALSE,3.6
1192,COF1192,Masala Chai,132.92,153,Caramel,Hot,Large,116,"Tea Leaves, Chocolate, Spices, Sugar, Cream",FALSE,3.2
1193,COF1193,Mocha,317.45,71,Chocolate,Iced,Large,191,"Spices, Milk",TRUE,2
1194,COF1194,Latte,195.92,186,Cardamom,Iced,Large,219,"Milk, Ice, Coffee Beans",TRUE,1
1195,COF1195,Frappuccino,336.08,88,Cinnamon,Blended,Medium,182,"Ice, Spices, Coffee Beans, Chocolate",TRUE,1.3
1196,COF1196,Mocha,80.91,86,Vanilla,Hot,Small,290,"Spices, Coffee Beans, Chocolate",TRUE,2.4
1197,COF1197,Macchiato,182.99,121,Caramel,Hot,Large,171,"Chocolate, Cream, Milk",TRUE,2.8
1198,COF1198,Americano,312.32,14,Cinnamon,Cold,Small,257,"Chocolate, Ice, Spices, Tea Leaves, Milk",FALSE,2.5
1199,COF1199,Americano,55.55,24,Mint,Blended,Medium,488,"Spices, Cream, Ice",FALSE,3.2
1200,COF1200,Macchiato,90.99,70,Vanilla,Hot,Medium,119,"Tea Leaves, Milk, Ice, Spices",TRUE,3.4
1201,COF1201,Latte,415.27,45,Chocolate,Blended,Large,387,"Coffee Beans, Tea Leaves, Cream, Milk, Sugar",TRUE,1.1
1202,COF1202,Frappuccino,452.89,130,Hazelnut,Blended,Small,454,"Milk, Chocolate, Sugar, Coffee Beans, Spices",TRUE,2.7
1203,COF1203,Cappuccino,260.21,189,None,Iced,Small,351,"Chocolate, Coffee Beans, Sugar, Tea Leaves, Milk",TRUE,4.7
1204,COF1204,Espresso,478.86,57,Cardamom,Cold,Medium,221,"Coffee Beans, Sugar, Milk, Chocolate, Tea Leaves",TRUE,1.1
1205,COF1205,Espresso,193.71,187,Vanilla,Blended,Small,170,"Coffee Beans, Spices",FALSE,1.4
1206,COF1206,Latte,257.57,149,Vanilla,Iced,Large,141,"Spices, Cream",TRUE,3.4
1207,COF1207,Mocha,209.98,183,Cinnamon,Iced,Small,411,"Cream, Sugar, Tea Leaves, Chocolate, Coffee Beans",TRUE,2.4
1208,COF1208,Americano,273.63,56,Mint,Iced,Small,309,"Coffee Beans, Spices, Cream",TRUE,4.3
1209,COF1209,Choco Frappe,223.99,18,Cinnamon,Hot,Medium,234,"Sugar, Milk, Chocolate, Ice, Cream",FALSE,4.6
1210,COF1210,Latte,81.53,143,Chocolate,Blended,Small,195,"Ice, Cream",FALSE,4.6
1211,COF1211,Latte,452.03,64,Cinnamon,Hot,Large,489,"Milk, Chocolate, Coffee Beans, Spices",FALSE,4
1212,COF1212,Frappuccino,274.81,78,Chocolate,Blended,Large,111,"Cream, Chocolate, Milk, Spices",FALSE,2.1
1213,COF1213,Latte,238.42,137,Mint,Hot,Small,171,"Tea Leaves, Spices, Sugar, Ice",TRUE,4.6
1214,COF1214,Mocha,376.91,114,Mint,Hot,Large,352,"Ice, Coffee Beans, Tea Leaves, Chocolate, Milk",FALSE,4.1
1215,COF1215,Iced Latte,315.28,123,Chocolate,Hot,Small,273,"Ice, Milk, Sugar, Tea Leaves, Cream",FALSE,1.4
1216,COF1216,Latte,288.11,53,Caramel,Blended,Large,452,"Chocolate, Milk",FALSE,4.4
1217,COF1217,Choco Frappe,394.39,28,Mint,Cold,Medium,154,"Spices, Coffee Beans, Sugar, Cream, Chocolate",TRUE,1.1
1218,COF1218,Iced Latte,56.8,35,Caramel,Cold,Small,295,"Sugar, Ice, Tea Leaves",TRUE,2.1
1219,COF1219,Latte,99.77,50,Vanilla,Cold,Medium,428,"Spices, Coffee Beans, Sugar, Milk",FALSE,2.2
1220,COF1220,Cappuccino,400.17,71,Chocolate,Iced,Medium,397,"Cream, Coffee Beans, Spices, Tea Leaves",TRUE,4.4
1221,COF1221,Espresso,283.91,106,Hazelnut,Iced,Medium,121,"Spices, Tea Leaves, Ice",TRUE,3.1
1222,COF1222,Choco Frappe,296.62,57,Chocolate,Blended,Large,137,"Tea Leaves, Coffee Beans, Ice, Milk",TRUE,3.7
1223,COF1223,Mocha,461.7,179,Hazelnut,Hot,Large,134,"Chocolate, Tea Leaves, Spices",FALSE,2.4
1224,COF1224,Frappuccino,471.2,155,Cinnamon,Hot,Medium,218,"Sugar, Chocolate, Ice, Milk, Tea Leaves",TRUE,1.4
1225,COF1225,Choco Frappe,494.11,86,None,Hot,Large,230,"Ice, Chocolate",TRUE,1.1
1226,COF1226,Masala Chai,290.85,68,Cinnamon,Hot,Medium,443,"Spices, Tea Leaves, Coffee Beans, Cream",TRUE,1.8
1227,COF1227,Macchiato,349.75,189,Chocolate,Cold,Medium,122,"Coffee Beans, Ice, Tea Leaves",FALSE,1.1
1228,COF1228,Frappuccino,66.85,56,Cardamom,Blended,Small,463,"Spices, Milk, Sugar, Tea Leaves",TRUE,4.5
1229,COF1229,Cappuccino,468.72,85,Cardamom,Iced,Large,129,"Coffee Beans, Sugar, Spices",TRUE,2.7
1230,COF1230,Mocha,489.9,184,Cinnamon,Hot,Medium,127,"Chocolate, Sugar, Cream",FALSE,4.5
1231,COF1231,Latte,324.08,112,Cinnamon,Cold,Small,186,"Chocolate, Sugar, Coffee Beans",TRUE,2.1
1232,COF1232,Mocha,53.59,12,Cardamom,Iced,Medium,135,"Tea Leaves, Coffee Beans",TRUE,1.2
1233,COF1233,Macchiato,73.53,20,Chocolate,Hot,Large,434,"Coffee Beans, Chocolate, Spices, Ice",TRUE,4.4
1234,COF1234,Espresso,208.1,109,Mint,Blended,Large,159,"Sugar, Coffee Beans",TRUE,2.5
1235,COF1235,Choco Frappe,444.08,153,Caramel,Hot,Small,327,"Tea Leaves, Ice",FALSE,3.1
1236,COF1236,Masala Chai,499.32,187,Cardamom,Hot,Small,489,"Spices, Ice, Coffee Beans",FALSE,2.3
1237,COF1237,Masala Chai,396.15,36,Cardamom,Hot,Medium,388,"Tea Leaves, Coffee Beans, Sugar, Spices",FALSE,3.8
1238,COF1238,Espresso,419.78,90,Mint,Blended,Medium,178,"Coffee Beans, Ice",FALSE,3.7
1239,COF1239,Iced Latte,376.35,189,Chocolate,Iced,Small,481,"Sugar, Spices, Ice, Cream, Coffee Beans",TRUE,1.3
1240,COF1240,Cappuccino,222.9,192,None,Blended,Small,323,"Ice, Coffee Beans, Cream, Sugar, Spices",FALSE,2.5
1241,COF1241,Macchiato,380.82,142,Mint,Blended,Small,236,"Chocolate, Spices, Ice, Coffee Beans",TRUE,3.2
1242,COF1242,Masala Chai,258.23,48,Mint,Hot,Large,369,"Sugar, Milk, Coffee Beans",FALSE,3.9
